text,image_path,label
"New Video Latest Maria, Lee, Jose Irma, St Maarten Caribbean Online Network https://t.co/CdQLrdrk09 https://t.co/zu4PkbBzMP",data_image/hurricane_irma/18_9_2017/909741340887412737_0.jpg,urgent_help
This is fantastic! #Sandy http://t.co/M64bBmYl,images_train/sandy_real_71.jpg,irrelevant
Sandy 在以每小时近100英里风速袭击美东的时候，镇守在阿灵顿无名战士公墓的军人拒绝离岗。这里葬着美国在一战，二战，韩战，和越战中所有没有名字的阵亡将士。这些守墓军人从1948年镇守到今天，从未因为任何原因离岗过一天。 http://t.co/wJNyGc6v,images_train/sandy_fake_17.jpg,misinformation
@thenewsjunkie Maria is a fraction the size of Irma. #GiveFactsNotFucks https://t.co/4UnrMgzlLI,data_image/hurricane_irma/17_9_2017/909451288655605760_0.jpg,relief_info
Saddest pic of earthquake of Iran-Iraq RIP birthdayboy https://t.co/sfmMGNA3wi,data_image/iraq_iran_earthquake/13_11_2017/930045880400523264_0.jpg,urgent_help
"Ya'll be sure to get in on this week's poll. I've got to know what you think. You know, in case I need to know.‚Ä¶ https://t.co/VagZDofDF5",data_image/hurricane_irma/18_9_2017/909776194425454592_0.jpg,irrelevant
"Sandy,achei impressionante essa foto tirada hoje em nova york! Caramba, dá medo! http://t.co/2ohtLJGK",images_train/sandy_fake_43.jpg,misinformation
How to avoid 'storm chaser' fraud after Harvey https://t.co/vHtfUBcC8z https://t.co/3j4SciEBEh,data_image/hurricane_harvey/11_9_2017/907280213624721408_0.jpg,relief_info
Westcott House B&amp;B in St. Aug got 8 inches of rain inside from #Irma as they were ALMOST done renovating from… https://t.co/NNVJrTvnQV,data_image/hurricane_irma/19_9_2017/910194740905353216_0.jpg,urgent_help
RT +1 @mattsconce: The kindness if Strangers seen in NJ! #payitforward #kindness #Sandy http://t.co/vr6REMAd,images_train/sandy_real_71.jpg,irrelevant
Hurricane Sandy http://t.co/P9vBeKhN,images_train/sandy_fake_29.jpg,misinformation
"NEW: Updated #Irma track, takes it as a major hurricane over southeast FL Saturday night then to SC/GA coast #WBZ https://t.co/e0dB4zboJm",data_image/hurricane_irma/7_9_2017/905719400958976000_0.jpg,relief_info
RT @USRealityCheck: Homeowners cry as they return after fire https://t.co/kQIuhBCMQn #USNews #USRC https://t.co/A9ozlh2Mx1,data_image/california_wildfires/15_10_2017/919641467206774784_0.jpg,urgent_help
Nice! RT @Alyssa_Milano: Thank goodness for people who are kind  #sandy http://t.co/BfyEesdq /via @CarrieFairygirl,images_train/sandy_real_71.jpg,irrelevant
Sandy Brought A Shark  http://t.co/l5l5t4XG,images_train/sandy_fake_25.jpg,misinformation
Stunning maps and images from the @nytimes https://t.co/VnfXOeIKGI https://t.co/u2SECvuSzt,data_image/california_wildfires/16_10_2017/919974245106626561_2.jpg,relief_info
"#HurricaneMaria's impact on PR's communications is complex, but we stand equipped and determined to help https://t.co/CZLpMDt9Xl",data_image/hurricane_maria/30_9_2017/914180662365736964_0.jpg,urgent_help
Every new attack is considered a wake up call. Why? Weren't the previous ones enough? #GarissaAttack #Westgate #Kenya http://t.co/KUkG6GFdSv,images_train/garissa_03.jpg,irrelevant
"RT\""@xmaaikewiersma: RT\""@xmaritesmee: In New Jersey zwemmen haaien in straten #Sandy http://t.co/cEyXIXDc\""",images_train/sandy_fake_25.jpg,misinformation
Jones Act waiver extended in the wake of Irma and Harvey: https://t.co/1PQoADaDIp https://t.co/Hm7Dq5Wg0w,data_image/hurricane_irma/18_9_2017/909803794749411328_0.jpg,relief_info
RT @sendrelief: Our volunteers are cleaning up Irma's destruction and comforting the families impacted by the storm. https://t.co/miMyjE3emM,data_image/hurricane_irma/17_9_2017/909387311938281473_0.jpg,urgent_help
#MondayMotivation Get involved raising money for #HurricaneHarvey victims here https://t.co/xMXzslMi3I https://t.co/1EznBrD6Np,data_image/hurricane_harvey/18_9_2017/909854802510786560_0.jpg,irrelevant
Lo bueno de #Sandy son fotos como estas http://t.co/733HcINP,images_train/sandy_fake_31.jpg,misinformation
"RT @TheNewYorkBlvd: Earthquake with a Magnitude of 7.2 Just struck Halabjah, Iraq #PrayForIraq https://t.co/CwJ9bPDp17",data_image/iraq_iran_earthquake/13_11_2017/930016900943314944_0.jpg,relief_info
"Harvey turns deadly, lashing Texas with torrential rain #HurricaneHarvey #Texas https://t.co/xiYsyR4JQq https://t.co/CZpVmm1QLx",data_image/hurricane_harvey/27_8_2017/901742043327860737_0.jpg,urgent_help
https://t.co/s02GuEAcQU Hurricane Maria oldmeme by Xevioni FOLLOW 4 MORE MEMES. https://t.co/cfIa91iKpu,data_image/hurricane_maria/11_11_2017/929176216602644480_0.jpg,irrelevant
