event_name	tweet_id	image_id	tweet_text	image	label	label_text	label_image	label_text_image	new_cate
hurricane_harvey	908449148835262464	908449148835262464_0	#BREAKING Police investigating Port Arthur nursing home flooded during Harvey https://t.co/Gl7OWpIGSZ https://t.co/xuQ2fSIGxh	data_image/hurricane_harvey/14_9_2017/908449148835262464_0.jpg	rescue_volunteering_or_donation_effort	infrastructure_and_utility_damage	rescue_volunteering_or_donation_effort	Negative	damage_report
hurricane_maria	921529194730983424	921529194730983424_0	RT @wilfredodiazPR: @NewsfromJEA Thanks for support PUERTO RICO ἟5἟7 #PRStrong GOD BLESS JEA ἟A἟8 https://t.co/C6swj8bkIj	data_image/hurricane_maria/21_10_2017/921529194730983424_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	909920250459824129	909920250459824129_1	#IRMA NFL : Soon. #DETvsNYG #GiantsPride https://t.co/Qvj4765fFx (via Twitter https://t.co/y9o84EXD2O) https://t.co/4xKS60N0WO	data_image/hurricane_irma/18_9_2017/909920250459824129_1.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	904433649545658368	904433649545658368_0	RT @CBSSunday: Aftermath: At least 6,800 homes destroyed by Hurricane Harvey and 84,000 damaged #SundayMorning https://t.co/C50VrmU9mA	data_image/hurricane_harvey/3_9_2017/904433649545658368_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	other_relevant_information	Negative	damage_report
srilanka_floods	870508804370083840	870508804370083840_0	#Latin Word of the Day - mora: delay Click for audio! https://t.co/U9HOyrwqW5 https://t.co/4rCNwstW7x	data_image/srilanka_floods/2_6_2017/870508804370083840_0.png	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
mexico_earthquake	910545486062419968	910545486062419968_0	.Central #Mexico #Earthquake #Worksheet #Geography #Junior Cycle #JCGeography https://t.co/QyZHKgSFNj	data_image/mexico_earthquake/20_9_2017/910545486062419968_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	907238801902145536	907238801902145536_0	Tornado activity detected near Hard Rock Stadium; engineers to assess damage https://t.co/m9P8v43fC8 https://t.co/Qk0HrXdqCe	data_image/hurricane_harvey/11_9_2017/907238801902145536_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
hurricane_harvey	904787326014025730	904787326014025730_0	RT @JeanneBliss: Southwest Airlines went above and beyond on CX during #Harvey: - https://t.co/vIXdJt85Ya #custexp https://t.co/XLlTF6KKnA	data_image/hurricane_harvey/4_9_2017/904787326014025730_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	905705134361120768	905705134361120768_0	RT @pressedirect: Princess #Juliana Airport is destroyed by #Hurricane #Irma https://t.co/jdeyh5ZYuV	data_image/hurricane_irma/7_9_2017/905705134361120768_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_harvey	909938076423675905	909938076423675905_2	@TheDoctorIsILL My house after Harvey. Lol. You never know.... https://t.co/BhRPPyIJAF	data_image/hurricane_harvey/19_9_2017/909938076423675905_2.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
iraq_iran_earthquake	930652773116534784	930652773116534784_0	Expert in JOSM? Jump into multiple #HOTOSM tasks for Iran/Iraq earthquake: https://t.co/hhG1IHkRxL #URISA https://t.co/gdzJrva8lq	data_image/iraq_iran_earthquake/15_11_2017/930652773116534784_0.jpg	infrastructure_and_utility_damage	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
mexico_earthquake	910534407919947782	910534407919947782_0	Pau Gasol shares his support for victims of Mexico City earthquake https://t.co/UBGMf4X1uN #GoSpursGo https://t.co/taHvdK5Wa4	data_image/mexico_earthquake/20_9_2017/910534407919947782_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
srilanka_floods	878326464734609408	878326464734609408_1	School with Smile book distribution for 978 flood affected students ! #floodsl #helphumanity #education #unity https://t.co/A7lgiiwbyg	data_image/srilanka_floods/23_6_2017/878326464734609408_1.jpg	other_relevant_information	other_relevant_information	not_humanitarian	Negative	information_share
california_wildfires	920702816733278213	920702816733278213_0	He lost his home to the wildfire and poured his pain into a web comic https://t.co/rtXQyNAZJ6 #SocialMedia https://t.co/JhM7kNY6FD	data_image/california_wildfires/18_10_2017/920702816733278213_0.jpg	not_humanitarian	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
hurricane_irma	909835088044580864	909835088044580864_0	Clearing it all out. Some hot and sweaty tree work post Hurricane Irma. https://t.co/W1Fn9eYeFF	data_image/hurricane_irma/18_9_2017/909835088044580864_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
hurricane_irma	909888420905930754	909888420905930754_3	Our boardwalk through the Cypress tree preserve sustained heavy damage from #Irma ὢD. We will rebuild. @LeeSchools https://t.co/MnyF000pjG	data_image/hurricane_irma/18_9_2017/909888420905930754_3.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_irma	910216659557847040	910216659557847040_0	If you know a senior in the #EnglewoodFL area who is still without power, Grand Villa would like to help. Call us a‚Ä¶ https://t.co/DqQy0rfCKp	data_image/hurricane_irma/19_9_2017/910216659557847040_0.jpg	not_humanitarian	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
hurricane_irma	909890256299745280	909890256299745280_1	Our yard after Hurricane Irma. #IrmaGerd https://t.co/r4qLh7Ebqh	data_image/hurricane_irma/18_9_2017/909890256299745280_1.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_maria	910534109553979392	910534109553979392_1	Here's a few photos for you showing some of the damage Hurricane #Maria has done on Puerto Rico. @hurrtrackerapp https://t.co/zGNgkjyxT2	data_image/hurricane_maria/20_9_2017/910534109553979392_1.jpg	infrastructure_and_utility_damage	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_maria	910621299482996736	910621299482996736_0	The CHI 9/21/17: Press Conference About Hurricane Maria's Impact on PR &amp; Community's Res... https://t.co/hRMvHmmGHC https://t.co/AzyHakRwHo	data_image/hurricane_maria/20_9_2017/910621299482996736_0.jpg	other_relevant_information	other_relevant_information	other_relevant_information	Positive	information_share
iraq_iran_earthquake	930671304470073344	930671304470073344_0	Residents scarred by devastating earthquake near #Iran-#Iraq border #statemedia https://t.co/V9uaHDuATX https://t.co/PNVGlNhUsc	data_image/iraq_iran_earthquake/15_11_2017/930671304470073344_0.jpg	affected_individuals	affected_individuals	other_relevant_information	Negative	emergency_response
california_wildfires	917835421073031168	917835421073031168_0	Cincinnati couple escapes California wildfires https://t.co/5A1O8RsA6l https://t.co/8pa3El1axH	data_image/california_wildfires/10_10_2017/917835421073031168_0.jpg	not_humanitarian	affected_individuals	not_humanitarian	Negative	emergency_response
hurricane_harvey	904379734745866240	904379734745866240_0	RT @Jalopnik: Up to 500,000 cars could be totaled from Hurricane Harvey damage https://t.co/Vseq7oMAhm https://t.co/Hx0BGSc4cu	data_image/hurricane_harvey/3_9_2017/904379734745866240_0.jpg	vehicle_damage	vehicle_damage	vehicle_damage	Positive	damage_report
hurricane_maria	913116228146925568	913116228146925568_0	Videos: #DoD assets help #Caribbean region ravaged by #HurricaneMaria https://t.co/1fcswc3xKH https://t.co/LB5JUgHfeR	data_image/hurricane_maria/27_9_2017/913116228146925568_0.jpg	rescue_volunteering_or_donation_effort	infrastructure_and_utility_damage	rescue_volunteering_or_donation_effort	Negative	damage_report
hurricane_maria	915307018621243392	915307018621243392_0	RT @ezraklein: So is this cause or effect of Trump's slow reaction to Puerto Rico? https://t.co/CROArWXCW1 https://t.co/mWOK8nIRVw	data_image/hurricane_maria/3_10_2017/915307018621243392_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	909761359616921600	909761359616921600_0	#Irma and now #Jose eating away newly replenished beaches in #StoneHarborNJ More to come! https://t.co/wURfdCNXyo	data_image/hurricane_irma/18_9_2017/909761359616921600_0.jpg	not_humanitarian	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_irma	905658685887717377	905658685887717377_0	RT @ColeIsAnOcean: Alright Hurricane Irma let's settle this like men https://t.co/CsNOuxHvrT	data_image/hurricane_irma/7_9_2017/905658685887717377_0.jpg	not_humanitarian	other_relevant_information	not_humanitarian	Negative	information_share
california_wildfires	920411239574130688	920411239574130688_0	Insane Live Footage of the California Wildfires:https://t.co/06trEw9bC2 https://t.co/LjPNCXepsj	data_image/california_wildfires/17_10_2017/920411239574130688_0.jpg	infrastructure_and_utility_damage	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_harvey	907014114047905794	907014114047905794_0	RT @NormaniUpdate: Lori Harvey commented on Normani's post on Instagram https://t.co/imoPYj4h6f	data_image/hurricane_harvey/10_9_2017/907014114047905794_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	909866925378830337	909866925378830337_0	Bayfront Park After Hurricane Irma – Miami Picture https://t.co/nkI8Uo5iDE https://t.co/8Vq7Y3lL90	data_image/hurricane_irma/18_9_2017/909866925378830337_0.jpg	other_relevant_information	infrastructure_and_utility_damage	other_relevant_information	Negative	damage_report
hurricane_maria	911513668164177920	911513668164177920_0	A storm has never destroyed a power grid like Maria ruined Puerto Rico's https://t.co/81xzaXQI7V https://t.co/ycMeJY5OCG	data_image/hurricane_maria/23_9_2017/911513668164177920_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
california_wildfires	920387925187194881	920387925187194881_0	#Baby #Girl Born #SantaRosa #Mom Evacuating #Wildfires: https://t.co/QgCuu6Jsfu, https://t.co/Pf3j4IfgIl https://t.co/bLdCXBYx4Y	data_image/california_wildfires/17_10_2017/920387925187194881_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
mexico_earthquake	913102526383144961	913102526383144961_1	RT @CGTNOfficial: Three people from #Taiwan died in #MexicoEarthquake, Chinese embassy in Mexico confirms https://t.co/2Ig19YnCbs	data_image/mexico_earthquake/27_9_2017/913102526383144961_1.jpg	infrastructure_and_utility_damage	injured_or_dead_people	infrastructure_and_utility_damage	Negative	emergency_response
hurricane_harvey	905137970751135744	905137970751135744_2	Thank you TRC @myRefugeChurch FOR BEING CRAZY GIVERS!!! Sending Harvey relief. https://t.co/hjQR7AM7gO	data_image/hurricane_harvey/5_9_2017/905137970751135744_2.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_irma	909400859737559040	909400859737559040_0	@Anaridis @StephanieAbrams @cbsboston St. Thomas from space after Irma https://t.co/T8igtrAf7y	data_image/hurricane_irma/17_9_2017/909400859737559040_0.jpg	other_relevant_information	other_relevant_information	other_relevant_information	Positive	information_share
hurricane_maria	928707216470929408	928707216470929408_0	WAU welcomes Dr. Obed Jimenez, President of Antillean Adventist University in Mayaguez Puerto Rico. #ThisisWAU https://t.co/ThLPvsIRZs	data_image/hurricane_maria/9_11_2017/928707216470929408_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	905923641174630402	905923641174630402_0	A-a-and it's the tw-two brothers a-against the hurricane tornado with with fly-flying sh-sharks 2 https://t.co/DrA07zHUm9	data_image/hurricane_harvey/7_9_2017/905923641174630402_0.jpg	affected_individuals	affected_individuals	other_relevant_information	Negative	emergency_response
mexico_earthquake	910538402759618561	910538402759618561_1	Here's how you can help after the terrible earthquake that took place in Mexico. #FuerzaMÃ©xico á¼Ÿ2á¼ŸD @topos https://t.co/g3AFdTCjYB	data_image/mexico_earthquake/20_9_2017/910538402759618561_1.jpg	not_humanitarian	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
mexico_earthquake	910715329084624896	910715329084624896_0	#Mexico #Earthquake: #Race to #Find #Survivors under #Collaps... - https://t.co/TytLbsmoRh - https://t.co/2mCNjOLhLp	data_image/mexico_earthquake/21_9_2017/910715329084624896_0.jpg	other_relevant_information	other_relevant_information	rescue_volunteering_or_donation_effort	Negative	information_share
hurricane_irma	909776832555360256	909776832555360256_1	Hurricane Irma impacted Mosquito Squad of Greater Indy owner, Capricia Turner - Read the story &gt;&gt;&gt;‚Ä¶ https://t.co/2EbfDvqSgt	data_image/hurricane_irma/18_9_2017/909776832555360256_1.jpg	not_humanitarian	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
hurricane_maria	912302397732671488	912302397732671488_0	8 a.m. update has Maria barely holding on as a hurricane. It's over cooler water that was stirred up by Jose. https://t.co/7UNFJMolwZ	data_image/hurricane_maria/25_9_2017/912302397732671488_0.jpg	other_relevant_information	other_relevant_information	other_relevant_information	Positive	information_share
hurricane_harvey	904508316579225601	904508316579225601_0	https://t.co/n8ZhxlNpb9 Get your daily deals here! #hurricaneharvey#skincare#makeup#avon https://t.co/ETP0hucllK	data_image/hurricane_harvey/4_9_2017/904508316579225601_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_maria	922839733964767232	922839733964767232_0	Tiny Montana company signs $300M contract to help restore power in Puerto Rico https://t.co/cI3iMsX776 https://t.co/i5wR6lDVSS	data_image/hurricane_maria/24_10_2017/922839733964767232_0.jpg	not_humanitarian	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_harvey	901741728520130560	901741728520130560_0	RT @Newsweek_INT: Hurricane Harvey, Day 3 live—alerts, pictures and updates https://t.co/zVtSxiBqx8 https://t.co/qKhDiyZzw0	data_image/hurricane_harvey/27_8_2017/901741728520130560_0.jpg	infrastructure_and_utility_damage	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_irma	909405438055198720	909405438055198720_0	Biblical Type Miracle? What Happened in Tampa Bay as Hurricane Irma Roared Through https://t.co/hXMjTS79QY https://t.co/5zrUBSEC2K	data_image/hurricane_irma/17_9_2017/909405438055198720_0.jpg	not_humanitarian	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_maria	910625419161780224	910625419161780224_0	Video shows destruction left behind by Hurricane Maria https://t.co/BNlOPsJ7QT https://t.co/YfM84EFebR	data_image/hurricane_maria/20_9_2017/910625419161780224_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_maria	913054825587322880	913054825587322880_0	Hurricane again #Maria and now moving NNE https://t.co/fz6jdzdQyV	data_image/hurricane_maria/27_9_2017/913054825587322880_0.jpg	other_relevant_information	other_relevant_information	other_relevant_information	Positive	information_share
hurricane_irma	905630580745830400	905630580745830400_3	RT @AmichaiStein1: #BREAKING: Hurricane Irma destroys '95%' of French part of Caribbean island St Martin: official https://t.co/xPfMKJJIcJ	data_image/hurricane_irma/7_9_2017/905630580745830400_3.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
iraq_iran_earthquake	930952369461964800	930952369461964800_0	In solidarity with the victims of the Iran/Iraq earthquake ὚4#NewProfilePic https://t.co/oYtrzDdYIM	data_image/iraq_iran_earthquake/16_11_2017/930952369461964800_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
mexico_earthquake	912048104651788289	912048104651788289_1	Extra images of the leaning building #MexicoEarthquake https://t.co/SibrGMDgjv	data_image/mexico_earthquake/24_9_2017/912048104651788289_1.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
iraq_iran_earthquake	930072924752670720	930072924752670720_0	New activation [#EMSR256]: Earthquake in Iraq https://t.co/0xHPjz0OJv #Copernicus #Earthquake #EUCivPro https://t.co/fxHl27wJGy	data_image/iraq_iran_earthquake/13_11_2017/930072924752670720_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_harvey	909938076423675905	909938076423675905_0	@TheDoctorIsILL My house after Harvey. Lol. You never know.... https://t.co/BhRPPyIJAF	data_image/hurricane_harvey/19_9_2017/909938076423675905_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_harvey	904326731032432640	904326731032432640_2	Do you recognize these animals? Contact Aransas County dispatch at (361) 729-2222 #harvey #rockport #fulton https://t.co/jn5IfStxlh	data_image/hurricane_harvey/3_9_2017/904326731032432640_2.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
mexico_earthquake	911661864156725248	911661864156725248_0	Frida, the dog that uses sense of smell to locate Mexicoâ€™s earthquake survivors https://t.co/oHjTYy4XrA	data_image/mexico_earthquake/23_9_2017/911661864156725248_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	Positive	emergency_response
hurricane_harvey	904238326399475712	904238326399475712_0	RT @9NEWS: President Trump sends $7.9 billion Harvey aid request to Congress https://t.co/DN6O1QXe61 https://t.co/XEjpV2tTJR	data_image/hurricane_harvey/3_9_2017/904238326399475712_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_irma	909869946070605825	909869946070605825_0	6 more ways Hurricane Irma will cost Floridians https://t.co/94msUkD8ai via @usatoday https://t.co/uOsz6lW7rV	data_image/hurricane_irma/18_9_2017/909869946070605825_0.jpg	infrastructure_and_utility_damage	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_maria	923208581230546944	923208581230546944_0	ALL PROCEEDS BENEFIT @RickyMartin Foundation to help victims of #HurricaneMaria ~ #Halloween #SouthFlorida https://t.co/UM6GhyI1Cw	data_image/hurricane_maria/25_10_2017/923208581230546944_0.jpg	not_humanitarian	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_harvey	908337945928757248	908337945928757248_0	Hurricanes #Harvey and #Irma could take a bite out of Munich Re's profits. https://t.co/On3pUDkO1y https://t.co/BHPl7xL6nZ	data_image/hurricane_harvey/14_9_2017/908337945928757248_0.jpg	other_relevant_information	not_humanitarian	other_relevant_information	Negative	irrelevant
california_wildfires	918237370536906753	918237370536906753_0	Deadly California wildfires flare up and swallow more homes https://t.co/y7JLilbWud https://t.co/62Fl5qtSuq	data_image/california_wildfires/11_10_2017/918237370536906753_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_harvey	907302306206625792	907302306206625792_0	The tech tools crucial to rescuers during Hurricane Harvey #TechBuzz https://t.co/IWyaBeKIlR https://t.co/uo1mrTyfN3	data_image/hurricane_harvey/11_9_2017/907302306206625792_0.jpg	other_relevant_information	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_irma	909855755637067776	909855755637067776_0	https://t.co/x2m9BsjhhG Roads remaining toll free during Irma recovery #FL #Florida https://t.co/6nJqxG8V0j	data_image/hurricane_irma/18_9_2017/909855755637067776_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
mexico_earthquake	911809952192385024	911809952192385024_0	Despite tense relations, U.S. and Mexico come together for earthquake recovery https://t.co/MAEWVCdwI6 https://t.co/j5FSqczvnO	data_image/mexico_earthquake/24_9_2017/911809952192385024_0.jpg	rescue_volunteering_or_donation_effort	other_relevant_information	rescue_volunteering_or_donation_effort	Negative	information_share
hurricane_harvey	905852739716075521	905852739716075521_0	RT @Mediaite: Texas Abortion Provider to Offer Cost-Free Abortions Post-Harvey https://t.co/iQeRjpxjXT https://t.co/cuABROvHXG	data_image/hurricane_harvey/7_9_2017/905852739716075521_0.jpg	not_humanitarian	not_humanitarian	infrastructure_and_utility_damage	Negative	irrelevant
hurricane_irma	910002553634607104	910002553634607104_0	Insurance questions after Hurricane Irma? - WJXT Jacksonville https://t.co/8ekMcpuzz4 https://t.co/2FwyTvdl2c	data_image/hurricane_irma/19_9_2017/910002553634607104_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	infrastructure_and_utility_damage	Negative	emergency_response
hurricane_maria	911913161703424001	911913161703424001_0	Caribbean islands assess damage from Hurricane Maria https://t.co/HBOj82zOrW https://t.co/tKSbrN4gcF	data_image/hurricane_maria/24_9_2017/911913161703424001_0.jpg	other_relevant_information	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_irma	909706382378717184	909706382378717184_0	Hurricane Irma Linked to Climate Change? For Some, a Very ‚ÄòInsensitive‚Äô Question. #Major #Trumpadministration‚Ä¶ https://t.co/UTBAZrkESV	data_image/hurricane_irma/18_9_2017/909706382378717184_0.jpg	not_humanitarian	other_relevant_information	not_humanitarian	Negative	information_share
mexico_earthquake	914184287062073344	914184287062073344_0	Donations are already coming in! #MexicoEarthquake Benefit concert at #HooverHigh starts at noon #LoveSDschools https://t.co/HypZG2xq2N	data_image/mexico_earthquake/30_9_2017/914184287062073344_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	Positive	emergency_response
hurricane_irma	909806996878061568	909806996878061568_0	Here’s how to get rid of your Tropical Storm Irma debris https://t.co/qQnPUQTsT6 https://t.co/QhGHEqZDzz	data_image/hurricane_irma/18_9_2017/909806996878061568_0.jpg	infrastructure_and_utility_damage	other_relevant_information	infrastructure_and_utility_damage	Negative	information_share
hurricane_harvey	905051204740411394	905051204740411394_0	#AlphaCares Harvey Relief Drive til 7pm at @walmart on Forest Drive in Columbia!!! @ColaFire https://t.co/9uuT3MWUZL	data_image/hurricane_harvey/5_9_2017/905051204740411394_0.jpg	other_relevant_information	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_irma	909750116537458688	909750116537458688_0	AFTER IRMA: What you need to know in Gardens Thursday - Palm Beach Post https://t.co/jaItZtPSby #ILoveWPB https://t.co/11EhXp8MMp	data_image/hurricane_irma/18_9_2017/909750116537458688_0.jpg	other_relevant_information	other_relevant_information	not_humanitarian	Negative	information_share
hurricane_maria	911623393476321280	911623393476321280_0	#redcrossma flying into the unknown to help. #USVI #StCroix #hurricanemaria https://t.co/B876Yp60rH	data_image/hurricane_maria/23_9_2017/911623393476321280_0.jpg	rescue_volunteering_or_donation_effort	rescue_volunteering_or_donation_effort	not_humanitarian	Negative	emergency_response
hurricane_harvey	908723134781517824	908723134781517824_0	Houston refinery â€˜significantly underestimatedâ€™ amount of toxic chemicals releasedâ€¦ https://t.co/D7u9tIT3Ae https://t.co/5VSC2ZqrPM	data_image/hurricane_harvey/15_9_2017/908723134781517824_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	infrastructure_and_utility_damage	Positive	damage_report
hurricane_irma	909438308253601795	909438308253601795_0	'Roofing contractors!!' wanted: Companies take stock of damage post-Irma https://t.co/hoydS5CKBK https://t.co/MJ2QHHbXpz	data_image/hurricane_irma/17_9_2017/909438308253601795_0.jpg	infrastructure_and_utility_damage	rescue_volunteering_or_donation_effort	infrastructure_and_utility_damage	Negative	emergency_response
hurricane_harvey	905885453949292544	905885453949292544_0	2017 is wild People in Texas got Harvey People in Florida got Irma People in Michigan got: https://t.co/FXdgQ8ivlS	data_image/hurricane_harvey/7_9_2017/905885453949292544_0.jpg	not_humanitarian	not_humanitarian	not_humanitarian	Positive	irrelevant
hurricane_irma	910186939445338112	910186939445338112_0	Tampa Chapter of @PennStateAlums: 1⃣ Hurricane Irma: 0⃣ Shoutout to these Penn Staters who made it through to watc… https://t.co/CrQnqyWvUh	data_image/hurricane_irma/19_9_2017/910186939445338112_0.jpg	not_humanitarian	not_humanitarian	rescue_volunteering_or_donation_effort	Negative	irrelevant
hurricane_maria	921437685495029761	921437685495029761_0	RT @NevilleRay: Aerial view of the @TMobile recovery facility in Puerto Rico - and yes, that includes the boat! https://t.co/24hS6benGb	data_image/hurricane_maria/20_10_2017/921437685495029761_0.jpg	infrastructure_and_utility_damage	infrastructure_and_utility_damage	not_humanitarian	Negative	damage_report
